,MSW05_Binomial,iucn_status,order,body_mass_g,15-1_LitterSize,3-1_AgeatFirstBirth_d
3756,Prosciurillus_abstrusus,DD,Rodentia,,0.0,
3757,Prosciurillus_leucomus,DD,Rodentia,,0.0,
3758,Prosciurillus_murinus,DD,Rodentia,,0.0,
3759,Prosciurillus_rosenbergii,LC,Rodentia,,0.0,
3760,Prosciurillus_weberi,DD,Rodentia,,0.0,
3761,Proteles_cristata,LC,Carnivora,8139.39,2.64,
3762,Protochromys_fellowsi,LC,Rodentia,78.99,2.68,
3763,Protoxerus_aubinnii,DD,Rodentia,427.94,0.0,
3764,Protoxerus_stangeri,LC,Rodentia,630.43,1.47,
3765,Psammomys_obesus,LC,Rodentia,102.15,3.49,296.56
3766,Psammomys_vexillaris,DD,Rodentia,,0.0,
3767,Pseudantechinus_bilarni,LC,Dasyuromorphia,23.05,4.75,
3768,Pseudantechinus_macdonnellensis,LC,Dasyuromorphia,36.88,5.88,
3769,Pseudantechinus_mimulus,NT,Dasyuromorphia,,0.0,
3770,Pseudantechinus_ningbing,LC,Dasyuromorphia,20.74,4.0,
3771,Pseudantechinus_roryi,LC,Dasyuromorphia,,0.0,
3772,Pseudantechinus_woolleyae,LC,Dasyuromorphia,43.23,5.99,
3773,Pseudocheirus_peregrinus,LC,Diprotodontia,895.22,1.89,365.0
3774,Pseudochirops_albertisii,NT,Diprotodontia,784.85,1.02,
3775,Pseudochirops_archeri,LC,Diprotodontia,1145.92,1.03,
3776,Pseudochirops_corinnae,NT,Diprotodontia,1123.0,1.02,
3777,Pseudochirops_coronatus,VU,Diprotodontia,1395.85,0.0,
3778,Pseudochirops_cupreus,LC,Diprotodontia,1764.08,1.01,
3779,Pseudochirulus_canescens,LC,Diprotodontia,300.0,2.57,
3780,Pseudochirulus_caroli,LC,Diprotodontia,456.02,0.0,
3781,Pseudochirulus_cinereus,NT,Diprotodontia,977.48,2.0,
3782,Pseudochirulus_forbesi,LC,Diprotodontia,639.16,1.26,
3783,Pseudochirulus_herbertensis,LC,Diprotodontia,1098.34,1.89,486.66
3784,Pseudochirulus_larvatus,LC,Diprotodontia,,0.0,
3785,Pseudochirulus_mayeri,LC,Diprotodontia,151.75,1.26,
3786,Pseudochirulus_schlegeli,VU,Diprotodontia,255.44,0.0,
3787,Pseudohydromys_ellermani,LC,Rodentia,21.4,0.0,
3788,Pseudohydromys_fuscus,LC,Rodentia,18.74,0.0,
3789,Pseudohydromys_murinus,LC,Rodentia,16.79,0.97,
3790,Pseudohydromys_occidentalis,DD,Rodentia,21.9,0.0,
3791,Pseudois_nayaur,LC,Artiodactyla,52334.57,1.22,730.0
3792,Pseudomys_albocinereus,LC,Rodentia,30.5,3.89,
3793,Pseudomys_apodemoides,LC,Rodentia,23.78,4.9,
3794,Pseudomys_australis,VU,Rodentia,52.97,3.0,
3795,Pseudomys_bolami,LC,Rodentia,15.5,0.0,
3796,Pseudomys_calabyi,VU,Rodentia,,0.0,
3797,Pseudomys_chapmani,LC,Rodentia,10.95,0.0,
3798,Pseudomys_delicatulus,LC,Rodentia,8.56,3.19,
3799,Pseudomys_desertor,LC,Rodentia,37.09,3.0,
3800,Pseudomys_fieldi,VU,Rodentia,42.35,3.49,
3801,Pseudomys_fumeus,VU,Rodentia,68.75,0.0,
3802,Pseudomys_glaucus,EX,Rodentia,,0.0,
3803,Pseudomys_gouldii,EX,Rodentia,49.99,0.0,
3804,Pseudomys_gracilicaudatus,LC,Rodentia,79.53,2.91,
3805,Pseudomys_hermannsburgensis,LC,Rodentia,13.38,2.0,
3806,Pseudomys_higginsi,LC,Rodentia,63.16,2.62,
3807,Pseudomys_johnsoni,LC,Rodentia,12.0,0.0,
3808,Pseudomys_nanus,LC,Rodentia,70.38,3.0,
3809,Pseudomys_novaehollandiae,VU,Rodentia,16.8,4.43,
3810,Pseudomys_occidentalis,LC,Rodentia,34.0,3.0,
3811,Pseudomys_oralis,VU,Rodentia,95.0,0.0,
3812,Pseudomys_patrius,LC,Rodentia,,0.0,
3813,Pseudomys_pilligaensis,DD,Rodentia,10.72,0.0,
3814,Pseudomys_shortridgei,NT,Rodentia,72.06,3.0,
3815,Pseudorca_crassidens,DD,Cetacea,1360000.0,0.97,
3816,Pseudoryx_nghetinhensis,CR,Artiodactyla,97842.2,0.0,
3817,Pseudoryzomys_simplex,LC,Rodentia,45.2,0.0,
3818,Ptenochirus_jagori,LC,Chiroptera,79.18,1.0,243.33
3819,Ptenochirus_minor,LC,Chiroptera,47.02,0.0,
3820,Pteralopex_anceps,EN,Chiroptera,574.75,1.0,
3821,Pteralopex_atrata,EN,Chiroptera,490.8,0.0,
3822,Pteralopex_pulchra,CR,Chiroptera,291.15,0.0,
3823,Pteralopex_taki,EN,Chiroptera,,0.0,
3824,Pteromys_momonga,LC,Rodentia,,0.0,
3825,Pteromys_volans,LC,Rodentia,143.09,2.5,
3826,Pteromyscus_pulverulentus,EN,Rodentia,251.3,1.28,
3827,Pteronotus_davyi,LC,Chiroptera,9.52,0.99,
3828,Pteronotus_gymnonotus,LC,Chiroptera,13.6,0.98,
3829,Pteronotus_macleayii,LC,Chiroptera,,0.0,
3830,Pteronotus_parnellii,LC,Chiroptera,19.59,0.99,
3831,Pteronotus_personatus,LC,Chiroptera,7.99,0.98,
3832,Pteronotus_quadridens,LC,Chiroptera,5.64,1.21,
3833,Pteronura_brasiliensis,EN,Carnivora,26000.0,2.12,
3834,Pteropus_admiralitatum,LC,Chiroptera,306.46,1.0,
3835,Pteropus_aldabrensis,VU,Chiroptera,310.29,0.0,
3836,Pteropus_alecto,LC,Chiroptera,610.13,1.0,
3837,Pteropus_anetianus,VU,Chiroptera,397.22,0.98,
3838,Pteropus_aruensis,CR,Chiroptera,,0.0,
3839,Pteropus_brunneus,EX,Chiroptera,200.0,0.0,
3840,Pteropus_caniceps,VU,Chiroptera,525.12,0.0,
3841,Pteropus_capistratus,NT,Chiroptera,,0.0,
3842,Pteropus_chrysoproctus,VU,Chiroptera,730.19,0.0,
3843,Pteropus_cognatus,EN,Chiroptera,,0.0,
3844,Pteropus_conspicillatus,LC,Chiroptera,760.71,1.0,
3845,Pteropus_dasymallus,NT,Chiroptera,491.86,1.0,
3846,Pteropus_faunulus,VU,Chiroptera,,0.0,
3847,Pteropus_fundatus,EN,Chiroptera,210.67,0.0,
3848,Pteropus_giganteus,LC,Chiroptera,824.85,0.99,
3849,Pteropus_gilliardorum,DD,Chiroptera,406.94,0.0,
3850,Pteropus_griseus,DD,Chiroptera,,0.0,
3851,Pteropus_howensis,DD,Chiroptera,232.92,0.98,
3852,Pteropus_hypomelanus,LC,Chiroptera,435.61,1.0,
3853,Pteropus_intermedius,DD,Chiroptera,,0.0,
3854,Pteropus_keyensis,DD,Chiroptera,,0.0,
3855,Pteropus_leucopterus,LC,Chiroptera,343.81,0.0,
3856,Pteropus_livingstonii,CR,Chiroptera,734.27,1.0,
3857,Pteropus_lombocensis,DD,Chiroptera,256.15,0.0,
3858,Pteropus_loochoensis,DD,Chiroptera,,0.0,
3859,Pteropus_lylei,VU,Chiroptera,319.75,0.0,
3860,Pteropus_macrotis,LC,Chiroptera,365.99,1.0,
3861,Pteropus_mahaganus,VU,Chiroptera,297.28,0.0,
3862,Pteropus_mariannus,EN,Chiroptera,458.58,0.0,
3863,Pteropus_melanopogon,EN,Chiroptera,874.94,0.0,
3864,Pteropus_melanotus,VU,Chiroptera,,1.0,
3865,Pteropus_molossinus,VU,Chiroptera,,0.0,
3866,Pteropus_neohibernicus,LC,Chiroptera,1017.37,1.0,
3867,Pteropus_niger,VU,Chiroptera,474.43,1.0,
3868,Pteropus_nitendiensis,EN,Chiroptera,275.56,0.0,
3869,Pteropus_ocularis,VU,Chiroptera,228.76,0.0,
3870,Pteropus_ornatus,VU,Chiroptera,336.25,0.98,
3871,Pteropus_pelewensis,NT,Chiroptera,,0.0,
3872,Pteropus_personatus,LC,Chiroptera,130.84,0.0,
3873,Pteropus_pilosus,EX,Chiroptera,,0.0,
3874,Pteropus_pohlei,VU,Chiroptera,352.75,0.0,
3875,Pteropus_poliocephalus,VU,Chiroptera,702.78,1.0,760.41
3876,Pteropus_pselaphon,CR,Chiroptera,,0.98,
3877,Pteropus_pumilus,NT,Chiroptera,184.05,0.0,
3878,Pteropus_rayneri,NT,Chiroptera,661.28,0.99,
3879,Pteropus_rennelli,VU,Chiroptera,,0.0,
3880,Pteropus_rodricensis,CR,Chiroptera,256.17,1.0,
3881,Pteropus_rufus,VU,Chiroptera,,0.0,
3882,Pteropus_samoensis,NT,Chiroptera,309.99,0.0,
3883,Pteropus_scapulatus,LC,Chiroptera,380.35,1.0,
3884,Pteropus_seychellensis,LC,Chiroptera,492.2,1.0,
3885,Pteropus_speciosus,DD,Chiroptera,,0.0,
3886,Pteropus_subniger,EX,Chiroptera,,0.0,
3887,Pteropus_temminckii,VU,Chiroptera,,0.0,
3888,Pteropus_tokudae,EX,Chiroptera,153.7,1.0,
3889,Pteropus_tonganus,LC,Chiroptera,561.51,1.0,
3890,Pteropus_tuberculatus,CR,Chiroptera,,0.0,
3891,Pteropus_ualanus,VU,Chiroptera,,0.0,
3892,Pteropus_vampyrus,NT,Chiroptera,1027.54,0.99,
3893,Pteropus_vetulus,VU,Chiroptera,151.54,0.0,
3894,Pteropus_voeltzkowi,VU,Chiroptera,542.4,1.0,
3895,Pteropus_woodfordi,VU,Chiroptera,122.67,0.0,
3896,Ptilocercus_lowii,LC,Scandentia,42.5,0.0,
3897,Pudu_mephistophiles,VU,Artiodactyla,9599.96,1.0,
3898,Pudu_puda,NT,Artiodactyla,9642.62,1.22,
3899,Puma_concolor,LC,Carnivora,53954.05,2.76,623.54
3900,Punomys_kofordi,VU,Rodentia,,0.0,
3901,Punomys_lemminus,VU,Rodentia,84.8,1.94,
3902,Pusa_caspica,EN,Carnivora,62326.2,1.0,2190.0
3903,Pusa_hispida,LC,Carnivora,70963.6,1.0,
3904,Pusa_sibirica,LC,Carnivora,89499.99,1.0,
3905,Pygathrix_cinerea,CR,Primates,,0.0,
3906,Pygathrix_nemaeus,EN,Primates,9411.1,1.01,
3907,Pygathrix_nigripes,EN,Primates,10333.32,1.0,
3908,Pygeretmus_platyurus,LC,Rodentia,,5.17,
3909,Pygeretmus_pumilio,LC,Rodentia,52.24,3.35,
3910,Pygoderma_bilabiatum,LC,Chiroptera,18.5,0.98,
3911,Quemisia_gravis,EP,Rodentia,,0.0,
3912,Rangifer_tarandus,VU,Artiodactyla,109088.5,2.0,
3913,Raphicerus_campestris,LC,Artiodactyla,11661.53,0.98,
3914,Raphicerus_melanotis,LC,Artiodactyla,10503.14,0.0,
3915,Raphicerus_sharpei,LC,Artiodactyla,9396.9,1.0,
3916,Rattus_adustus,DD,Rodentia,,0.0,
3917,Rattus_andamanensis,LC,Rodentia,,10.0,
3918,Rattus_annandalei,LC,Rodentia,197.49,0.0,
3919,Rattus_argentiventer,LC,Rodentia,165.37,9.85,
3920,Rattus_arrogans,LC,Rodentia,,0.0,
3921,Rattus_baluensis,LC,Rodentia,107.5,0.0,
3922,Rattus_blangorum,DD,Rodentia,,0.0,
3923,Rattus_bontanus,DD,Rodentia,,0.0,
3924,Rattus_burrus,EN,Rodentia,,0.0,
3925,Rattus_colletti,LC,Rodentia,146.48,0.0,
3926,Rattus_elaphinus,NT,Rodentia,131.35,0.0,
3927,Rattus_enganus,DD,Rodentia,,0.0,
3928,Rattus_everetti,LC,Rodentia,253.53,0.0,
3929,Rattus_exulans,LC,Rodentia,50.63,3.7,173.55
3930,Rattus_feliceus,NT,Rodentia,306.0,0.0,
3931,Rattus_fuscipes,LC,Rodentia,124.58,4.58,136.87
3932,Rattus_giluwensis,LC,Rodentia,,0.0,
3933,Rattus_hainaldi,EN,Rodentia,,0.0,
3934,Rattus_hoffmanni,LC,Rodentia,,0.0,
3935,Rattus_hoogerwerfi,VU,Rodentia,,0.0,
3936,Rattus_jobiensis,NT,Rodentia,380.0,0.0,
3937,Rattus_koopmani,DD,Rodentia,,0.0,
3938,Rattus_korinchi,DD,Rodentia,,0.0,
3939,Rattus_leucopus,LC,Rodentia,200.89,3.45,141.33
3940,Rattus_losea,LC,Rodentia,104.63,0.0,
3941,Rattus_lugens,VU,Rodentia,,0.0,
3942,Rattus_lutreolus,LC,Rodentia,106.0,4.45,112.0
3943,Rattus_macleari,EX,Rodentia,,0.0,
3944,Rattus_marmosurus,LC,Rodentia,,0.0,
3945,Rattus_mindorensis,DD,Rodentia,,6.4,
3946,Rattus_mollicomulus,VU,Rodentia,,0.0,
3947,Rattus_montanus,EN,Rodentia,,0.0,
3948,Rattus_mordax,LC,Rodentia,230.0,2.47,
3949,Rattus_morotaiensis,LC,Rodentia,148.25,0.0,
3950,Rattus_nativitatis,EX,Rodentia,,0.0,
3951,Rattus_niobe,LC,Rodentia,45.07,2.15,
3952,Rattus_nitidus,LC,Rodentia,100.02,3.09,
3953,Rattus_norvegicus,LC,Rodentia,282.89,8.99,91.25
3954,Rattus_novaeguineae,LC,Rodentia,133.0,5.37,
3955,Rattus_omichlodes,DD,Rodentia,70.02,0.0,
3956,Rattus_osgoodi,LC,Rodentia,,0.0,
3957,Rattus_palmarum,VU,Rodentia,,0.0,
3958,Rattus_pelurus,DD,Rodentia,,0.0,
3959,Rattus_pococki,LC,Rodentia,,0.0,
3960,Rattus_praetor,LC,Rodentia,194.43,4.37,
3961,Rattus_pyctoris,LC,Rodentia,,4.23,
3962,Rattus_ranjiniae,EN,Rodentia,,0.0,
3963,Rattus_rattus,LC,Rodentia,142.68,5.88,143.14
3964,Rattus_richardsoni,VU,Rodentia,64.29,2.15,
3965,Rattus_salocco,DD,Rodentia,,0.0,
3966,Rattus_sanila,EP,Rodentia,,0.0,
3967,Rattus_satarae,VU,Rodentia,,0.0,
3968,Rattus_simalurensis,EN,Rodentia,,0.0,
3969,Rattus_sordidus,LC,Rodentia,157.5,5.99,77.0
3970,Rattus_steini,LC,Rodentia,151.17,3.65,
3971,Rattus_stoicus,VU,Rodentia,,0.0,
3972,Rattus_tanezumi,LC,Rodentia,140.84,0.0,
3973,Rattus_tawitawiensis,DD,Rodentia,,0.0,
3974,Rattus_timorensis,DD,Rodentia,,0.0,
3975,Rattus_tiomanicus,LC,Rodentia,119.29,3.87,
3976,Rattus_tunneyi,LC,Rodentia,169.29,5.34,56.0
3977,Rattus_vandeuseni,EN,Rodentia,67.24,2.15,
3978,Rattus_verecundus,LC,Rodentia,97.02,2.15,
3979,Rattus_villosissimus,LC,Rodentia,221.76,0.0,
3980,Rattus_xanthurus,NT,Rodentia,,0.0,
3981,Ratufa_affinis,NT,Rodentia,1155.82,0.0,
3982,Ratufa_bicolor,NT,Rodentia,1609.08,1.5,
3983,Ratufa_indica,LC,Rodentia,1060.0,0.0,
3984,Ratufa_macroura,NT,Rodentia,1326.24,3.49,
3985,Redunca_arundinum,LC,Artiodactyla,58059.24,0.98,
3986,Redunca_fulvorufula,LC,Artiodactyla,29352.66,0.0,
3987,Redunca_redunca,LC,Artiodactyla,43288.95,1.0,
3988,Reithrodon_auritus,LC,Rodentia,79.73,3.4,
3989,Reithrodon_typicus,LC,Rodentia,,0.0,
3990,Reithrodontomys_brevirostris,LC,Rodentia,12.9,3.4,
3991,Reithrodontomys_burti,DD,Rodentia,20.0,0.0,
3992,Reithrodontomys_chrysopsis,LC,Rodentia,19.0,3.4,
3993,Reithrodontomys_creper,LC,Rodentia,22.8,2.21,
3994,Reithrodontomys_darienensis,LC,Rodentia,12.99,3.88,
3995,Reithrodontomys_fulvescens,LC,Rodentia,11.55,3.76,
3996,Reithrodontomys_gracilis,LC,Rodentia,12.47,3.11,
3997,Reithrodontomys_hirsutus,VU,Rodentia,20.0,3.88,
3998,Reithrodontomys_humulis,LC,Rodentia,8.25,2.99,
3999,Reithrodontomys_megalotis,LC,Rodentia,10.72,4.18,62.0
4000,Reithrodontomys_mexicanus,LC,Rodentia,15.71,2.91,
4001,Reithrodontomys_microdon,LC,Rodentia,20.0,0.0,
4002,Reithrodontomys_montanus,LC,Rodentia,10.9,3.94,84.0
4003,Reithrodontomys_paradoxus,DD,Rodentia,,0.0,
4004,Reithrodontomys_raviventris,EN,Rodentia,10.95,3.88,
4005,Reithrodontomys_rodriguezi,LC,Rodentia,,0.0,
4006,Reithrodontomys_spectabilis,CR,Rodentia,20.19,0.0,
4007,Reithrodontomys_sumichrasti,LC,Rodentia,19.0,3.49,
4008,Reithrodontomys_tenuirostris,VU,Rodentia,20.0,0.0,
4009,Reithrodontomys_zacatecae,LC,Rodentia,,0.0,
4010,Rhabdomys_pumilio,LC,Rodentia,40.73,5.28,90.62
4011,Rhagamys_orthodon,EP,Rodentia,,0.0,
4012,Rhagomys_longilingua,LC,Rodentia,,0.0,
4013,Rhagomys_rufescens,NT,Rodentia,21.2,0.0,
4014,Rheithrosciurus_macrotis,VU,Rodentia,1353.27,0.0,
4015,Rheomys_mexicanus,EN,Rodentia,40.0,0.0,
4016,Rheomys_raptor,LC,Rodentia,38.0,0.97,
4017,Rheomys_thomasi,NT,Rodentia,40.0,0.97,
4018,Rheomys_underwoodi,LC,Rodentia,,0.0,
4019,Rhinoceros_sondaicus,CR,Perissodactyla,1750000.0,1.0,
4020,Rhinoceros_unicornis,VU,Perissodactyla,1843655.8,1.41,2618.87
4021,Rhinolophus_acuminatus,LC,Chiroptera,12.1,1.0,
4022,Rhinolophus_adami,DD,Chiroptera,,0.0,
4023,Rhinolophus_affinis,LC,Chiroptera,13.7,0.99,
4024,Rhinolophus_alcyone,LC,Chiroptera,18.62,0.98,
4025,Rhinolophus_arcuatus,LC,Chiroptera,8.98,0.0,
4026,Rhinolophus_beddomei,LC,Chiroptera,,0.0,
4027,Rhinolophus_blasii,LC,Chiroptera,10.29,0.0,
4028,Rhinolophus_bocharicus,LC,Chiroptera,15.05,0.0,
4029,Rhinolophus_borneensis,LC,Chiroptera,,0.0,
4030,Rhinolophus_canuti,VU,Chiroptera,,0.0,
4031,Rhinolophus_capensis,LC,Chiroptera,12.87,0.99,197.7
4032,Rhinolophus_celebensis,LC,Chiroptera,,0.0,
4033,Rhinolophus_clivosus,LC,Chiroptera,,0.0,
4034,Rhinolophus_coelophyllus,LC,Chiroptera,7.07,0.0,
4035,Rhinolophus_cognatus,EN,Chiroptera,,0.0,
4036,Rhinolophus_convexus,DD,Chiroptera,,0.0,
4037,Rhinolophus_creaghi,LC,Chiroptera,,0.0,
4038,Rhinolophus_darlingi,LC,Chiroptera,8.94,1.96,
4039,Rhinolophus_deckenii,NT,Chiroptera,,0.0,
4040,Rhinolophus_denti,LC,Chiroptera,6.3,0.0,
4041,Rhinolophus_eloquens,LC,Chiroptera,19.15,0.0,
4042,Rhinolophus_euryale,NT,Chiroptera,9.25,1.0,821.25
4043,Rhinolophus_euryotis,LC,Chiroptera,14.3,0.0,
4044,Rhinolophus_ferrumequinum,LC,Chiroptera,22.59,0.98,1277.5
4045,Rhinolophus_formosae,NT,Chiroptera,,0.0,
4046,Rhinolophus_fumigatus,LC,Chiroptera,13.09,0.99,
4047,Rhinolophus_guineensis,VU,Chiroptera,,0.0,
4048,Rhinolophus_hildebrandtii,LC,Chiroptera,25.99,0.99,
4049,Rhinolophus_hilli,CR,Chiroptera,13.6,0.0,
4050,Rhinolophus_hillorum,NT,Chiroptera,,0.0,
4051,Rhinolophus_hipposideros,LC,Chiroptera,4.57,1.0,501.87
4052,Rhinolophus_inops,LC,Chiroptera,13.65,0.0,
4053,Rhinolophus_keyensis,DD,Chiroptera,6.26,1.0,
4054,Rhinolophus_landeri,LC,Chiroptera,9.39,0.99,
4055,Rhinolophus_lepidus,LC,Chiroptera,5.46,1.0,
4056,Rhinolophus_luctus,LC,Chiroptera,34.07,0.99,
4057,Rhinolophus_maclaudi,EN,Chiroptera,,0.98,
4058,Rhinolophus_macrotis,LC,Chiroptera,6.18,0.98,
4059,Rhinolophus_madurensis,VU,Chiroptera,,0.0,
4060,Rhinolophus_maendeleo,DD,Chiroptera,,0.0,
4061,Rhinolophus_malayanus,LC,Chiroptera,6.73,0.0,
4062,Rhinolophus_marshalli,LC,Chiroptera,5.02,0.0,
4063,Rhinolophus_megaphyllus,LC,Chiroptera,10.17,1.0,
4064,Rhinolophus_mehelyi,VU,Chiroptera,14.03,0.0,
4065,Rhinolophus_mitratus,DD,Chiroptera,,0.0,
4066,Rhinolophus_montanus,EN,Chiroptera,,0.0,
4067,Rhinolophus_nereis,DD,Chiroptera,,0.0,
4068,Rhinolophus_osgoodi,DD,Chiroptera,,0.0,
4069,Rhinolophus_paradoxolophus,LC,Chiroptera,8.17,0.0,
4070,Rhinolophus_pearsonii,LC,Chiroptera,11.55,0.0,
4071,Rhinolophus_philippinensis,LC,Chiroptera,10.91,0.0,
4072,Rhinolophus_pusillus,LC,Chiroptera,5.15,1.0,
4073,Rhinolophus_rex,LC,Chiroptera,,0.0,
4074,Rhinolophus_robinsoni,NT,Chiroptera,8.54,0.0,
4075,Rhinolophus_rouxii,LC,Chiroptera,12.25,0.99,735.06
4076,Rhinolophus_rufus,NT,Chiroptera,,0.0,
4077,Rhinolophus_ruwenzorii,VU,Chiroptera,,0.0,
4078,Rhinolophus_sakejiensis,DD,Chiroptera,,0.0,
4079,Rhinolophus_sedulus,NT,Chiroptera,8.74,0.0,
4080,Rhinolophus_shameli,LC,Chiroptera,9.61,0.0,
4081,Rhinolophus_shortridgei,LC,Chiroptera,,0.0,
4082,Rhinolophus_siamensis,LC,Chiroptera,,0.0,
4083,Rhinolophus_silvestris,DD,Chiroptera,,0.0,
4084,Rhinolophus_simulator,LC,Chiroptera,8.13,0.99,
4085,Rhinolophus_sinicus,LC,Chiroptera,,0.0,
4086,Rhinolophus_stheno,LC,Chiroptera,7.92,0.98,
4087,Rhinolophus_subbadius,LC,Chiroptera,,0.0,
4088,Rhinolophus_subrufus,DD,Chiroptera,,0.0,
4089,Rhinolophus_swinnyi,LC,Chiroptera,7.07,0.98,
4090,Rhinolophus_thomasi,LC,Chiroptera,8.26,0.0,
4091,Rhinolophus_trifoliatus,LC,Chiroptera,15.16,0.0,
4092,Rhinolophus_virgo,LC,Chiroptera,6.06,0.0,
4093,Rhinolophus_yunanensis,LC,Chiroptera,19.33,0.0,
4094,Rhinolophus_ziama,EN,Chiroptera,,0.0,
4095,Rhinonicteris_aurantia,LC,Chiroptera,8.99,1.0,365.0
4096,Rhinophylla_alethina,NT,Chiroptera,,0.0,
4097,Rhinophylla_fischerae,LC,Chiroptera,9.6,0.98,
4098,Rhinophylla_pumilio,LC,Chiroptera,9.58,0.98,
4099,Rhinopithecus_avunculus,CR,Primates,9086.19,1.0,
4100,Rhinopithecus_bieti,EN,Primates,11000.54,0.0,
4101,Rhinopithecus_brelichi,EN,Primates,12267.15,1.0,
4102,Rhinopithecus_roxellana,EN,Primates,13456.8,1.0,
4103,Rhinopoma_hardwickii,LC,Chiroptera,13.1,0.99,365.0
4104,Rhinopoma_macinnesi,DD,Chiroptera,,0.0,
4105,Rhinopoma_microphyllum,LC,Chiroptera,28.02,1.0,668.15
4106,Rhinopoma_muscatellum,LC,Chiroptera,9.13,0.0,
4107,Rhinosciurus_laticaudatus,NT,Rodentia,230.3,1.39,
4108,Rhipidomys_austrinus,LC,Rodentia,89.0,0.0,
4109,Rhipidomys_caucensis,DD,Rodentia,89.0,0.0,
4110,Rhipidomys_couesi,LC,Rodentia,89.0,0.0,
4111,Rhipidomys_emiliae,LC,Rodentia,,0.0,
4112,Rhipidomys_fulviventer,LC,Rodentia,89.0,0.0,
4113,Rhipidomys_gardneri,LC,Rodentia,,0.0,
4114,Rhipidomys_latimanus,LC,Rodentia,57.5,0.0,
4115,Rhipidomys_leucodactylus,LC,Rodentia,,0.0,
4116,Rhipidomys_macconnelli,LC,Rodentia,41.59,0.0,
4117,Rhipidomys_macrurus,LC,Rodentia,,0.0,
4118,Rhipidomys_mastacalis,LC,Rodentia,100.0,3.8,
4119,Rhipidomys_modicus,LC,Rodentia,,0.0,
4120,Rhipidomys_nitela,LC,Rodentia,89.0,0.0,
4121,Rhipidomys_ochrogaster,DD,Rodentia,89.0,0.0,
4122,Rhipidomys_venezuelae,LC,Rodentia,89.99,0.0,
4123,Rhipidomys_venustus,LC,Rodentia,89.0,0.0,
4124,Rhipidomys_wetzeli,LC,Rodentia,89.0,0.0,
4125,Rhizomys_pruinosus,LC,Rodentia,2450.0,3.0,
4126,Rhizomys_sinensis,LC,Rodentia,,3.0,
4127,Rhizomys_sumatrensis,LC,Rodentia,2500.0,4.0,
4128,Rhizoplagiodontia_lemkei,EP,Rodentia,,0.0,
4129,Rhogeessa_aeneus,LC,Chiroptera,,0.0,
4130,Rhogeessa_alleni,LC,Chiroptera,,0.0,
4131,Rhogeessa_genowaysi,EN,Chiroptera,,0.0,
4132,Rhogeessa_gracilis,LC,Chiroptera,,0.0,
4133,Rhogeessa_hussoni,DD,Chiroptera,,0.0,
4134,Rhogeessa_io,LC,Chiroptera,,0.0,
4135,Rhogeessa_minutilla,VU,Chiroptera,3.75,0.0,
4136,Rhogeessa_mira,VU,Chiroptera,,0.0,
4137,Rhogeessa_parvula,LC,Chiroptera,4.37,1.98,
4138,Rhogeessa_tumida,LC,Chiroptera,4.58,1.4,
4139,Rhombomys_opimus,LC,Rodentia,,4.59,
4140,Rhynchocyon_chrysopygus,EN,Macroscelidea,535.2,1.22,
4141,Rhynchocyon_cirnei,NT,Macroscelidea,424.92,1.93,
4142,Rhynchocyon_petersi,LC,Macroscelidea,423.99,1.93,
4143,Rhynchogale_melleri,LC,Carnivora,2240.33,2.0,
4144,Rhyncholestes_raphanurus,NT,Paucituberculata,21.94,0.0,
4145,Rhynchomeles_prattorum,EN,Peramelemorphia,,0.0,
4146,Rhynchomys_isarogensis,VU,Rodentia,122.29,0.0,
4147,Rhynchomys_soricoides,NT,Rodentia,,0.0,
4148,Rhynchonycteris_naso,LC,Chiroptera,4.14,0.99,547.5
4149,Romerolagus_diazi,EN,Lagomorpha,465.58,2.1,
4150,Rousettus_aegyptiacus,LC,Chiroptera,134.0,1.07,
4151,Rousettus_amplexicaudatus,LC,Chiroptera,74.37,0.99,304.16
4152,Rousettus_bidens,VU,Chiroptera,,0.98,
4153,Rousettus_celebensis,LC,Chiroptera,63.07,1.0,
4154,Rousettus_lanosus,LC,Chiroptera,104.78,0.0,
4155,Rousettus_leschenaultii,LC,Chiroptera,84.88,1.01,278.81
4156,Rousettus_linduensis,DD,Chiroptera,,0.0,
4157,Rousettus_madagascariensis,NT,Chiroptera,65.72,1.22,
4158,Rousettus_obliviosus,VU,Chiroptera,45.32,0.98,
4159,Rousettus_spinalatus,VU,Chiroptera,92.32,1.0,
4160,Rubrisciurus_rubriventer,VU,Rodentia,,0.0,
4161,Rucervus_duvaucelii,VU,Artiodactyla,171223.86,1.0,1095.0
4162,Rucervus_eldii,EN,Artiodactyla,95471.61,1.01,958.12
4163,Rucervus_schomburgki,EX,Artiodactyla,107626.42,0.0,
4164,Rupicapra_pyrenaica,LC,Artiodactyla,29999.99,0.0,
4165,Rupicapra_rupicapra,LC,Artiodactyla,33266.35,1.0,1368.75
4166,Rusa_alfredi,EN,Artiodactyla,46475.04,0.0,
4167,Rusa_marianna,VU,Artiodactyla,49457.61,0.0,
4168,Rusa_timorensis,VU,Artiodactyla,66375.5,1.0,
4169,Rusa_unicolor,VU,Artiodactyla,177522.9,1.0,788.4
4170,Ruwenzorisorex_suncoides,VU,Soricomorpha,18.2,0.0,
4171,Saccolaimus_flaviventris,LC,Chiroptera,45.25,0.0,
4172,Saccolaimus_mixtus,DD,Chiroptera,,0.0,
4173,Saccolaimus_peli,LC,Chiroptera,53.35,1.0,
